place_name,category,cost_category,indoor_outdoor,popularity_rating,destination_city
Sri Ayyappan Temple Ooty,Spiritual Traveler / Culture Seeker,Budget,both,1,Nilgiris
Mariamman Temple Ooty,Spiritual Traveler / Culture Seeker,Budget,both,1,Nilgiris
Geddai Church Kotagiri,Spiritual Traveler / Culture Seeker,Budget,both,1,Nilgiris
Hindustan Photo Films Unit,Culture Seeker / Budget Backpacker,Budget,indoor,2,Nilgiris
Radio Astronomy Centre,Culture Seeker / Family Planner,Mid-range,indoor,2,Nilgiris
Pazhassi's Cave Gudalur,Adventure Seeker / Culture Seeker,Budget,outdoor,2,Nilgiris
Panda Falls Ooty,Nature Lover / Adventure Seeker,Budget,outdoor,2,Nilgiris
Kamaraj Park Ooty,Nature Lover / Family Planner,Budget,outdoor,1,Nilgiris
Lovedale Assembly Centre,Culture Seeker / Budget Backpacker,Budget,indoor,1,Nilgiris
Nilgiri Library Ooty,Culture Seeker / Budget Backpacker,Budget,indoor,1,Nilgiris
Heritage Train Ride Coonoor to Ooty,Culture Seeker / Family Planner,Mid-range,outdoor,3,Nilgiris
Sim's Park Annual Fruit Show,Culture Seeker / Family Planner,Budget,outdoor,2,Nilgiris
Bedford Circle Ooty,Shopper / Urban Explorer,Budget,outdoor,2,Nilgiris
Upper Bazaar Ooty,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Nilgiris
Kotagiri Market,Shopper / Urban Explorer,Budget,outdoor,2,Nilgiris
Ooty Chocolate Factory,Foodie / Family Planner,Mid-range,indoor,2,Nilgiris
King Star Restaurant Ooty,Foodie / Budget Backpacker,Budget,indoor,1,Nilgiris
Shinkow's Chinese Restaurant,Foodie / Romantic Couple,Mid-range,indoor,2,Nilgiris
Adayar Ananda Bhavan Ooty,Foodie / Budget Backpacker,Budget,indoor,1,Nilgiris
Modern Stores Ooty,Culture Seeker / Foodie,Budget,indoor,1,Nilgiris
Cafe Blu,Foodie / Relaxation Lover,Mid-range,indoor,2,Nilgiris
The Culinarium,Foodie / Romantic Couple,Premium,indoor,2,Nilgiris
Wellington Golf Course,Adventure Seeker / Relaxation Lover,Premium,outdoor,4,Nilgiris
Wellington Gymkhana Club,Relaxation Lover / Culture Seeker,Mid-range,indoor,3,Nilgiris
Nilgiri Tahr Spotting Mukurthi,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Nilgiris
Gudalore Scenic Valley,Nature Lover / Relaxation Lover,Budget,outdoor,2,Nilgiris
Fingerpost Viewpoint Coonoor,Nature Lover / Romantic Couple,Budget,outdoor,1,Nilgiris
Toda Tribal Huts,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Nilgiris
Ooty Railway Station Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Nilgiris
Ebbanad Estate Kotagiri,Nature Lover / Relaxation Lover,Mid-range,outdoor,3,Nilgiris
Nilgiris Biosphere Nature Camp,Adventure Seeker / Nature Lover,Premium,outdoor,6,Nilgiris
Ooty Rose Show Annual Event,Culture Seeker / Family Planner,Budget,outdoor,3,Nilgiris
Hogenakkal Falls,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Dharmapuri
Hogenakkal Coracle Boat Ride,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Dharmapuri
Hogenakkal Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Dharmapuri
Kaveri River Bathing Area,Nature Lover / Family Planner,Budget,outdoor,2,Dharmapuri
Theerthamalai Temple,Spiritual Traveler / Adventure Seeker,Mid-range,both,4,Dharmapuri
Chenraya Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Kottai Kovil Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Kalabairavar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Hanumanthathirtham Temple,Spiritual Traveler / Nature Lover,Budget,both,2,Dharmapuri
Morappur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Sri Raghavendra Swamy Mutt,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Veera Anjaneyar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Sacred Heart Cathedral,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Mount Carmel Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
CSI Zion Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Adhiyamankottai Fort,Culture Seeker / Adventure Seeker,Budget,outdoor,3,Dharmapuri
Subramanya Siva Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Dharmapuri
Dharmapuri Government Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Dharmapuri
Krishnagiri Dam Park,Nature Lover / Family Planner,Budget,outdoor,3,Dharmapuri
Mettur Dam,Nature Lover / Family Planner,Mid-range,outdoor,3,Dharmapuri
Thoppaiyar Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Pambar Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Melagiri Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Dharmapuri
Karimangalam Hills,Nature Lover / Adventure Seeker,Budget,outdoor,3,Dharmapuri
Pennagaram Forest Area,Nature Lover / Adventure Seeker,Budget,outdoor,4,Dharmapuri
Sitteri Forest Reserve,Nature Lover / Adventure Seeker,Budget,outdoor,3,Dharmapuri
Dharmapuri Town Park,Nature Lover / Family Planner,Budget,outdoor,2,Dharmapuri
Children's Park Dharmapuri,Family Planner / Nature Lover,Budget,outdoor,1,Dharmapuri
Harur Lake Park,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Karimangalam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Harur Lake,Nature Lover / Romantic Couple,Budget,outdoor,2,Dharmapuri
Pennagaram Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Dharmapuri Main Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Dharmapuri
Hogenakkal Fish Market,Culture Seeker / Foodie,Budget,outdoor,2,Dharmapuri
Harur Market,Shopper / Urban Explorer,Budget,outdoor,2,Dharmapuri
Hogenakkal Fish Fry Stalls,Foodie / Culture Seeker,Budget,outdoor,1,Dharmapuri
Saravana Bhavan Dharmapuri,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Hotel Aryaas Dharmapuri,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Sangeetha Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Hogenakkal Medicinal Bath,Relaxation Lover / Nature Lover,Mid-range,outdoor,2,Dharmapuri
Melagiri Hills Trekking,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Dharmapuri
Kaveri River Rafting,Adventure Seeker / Nature Lover,Premium,outdoor,3,Dharmapuri
Kaveri River Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Dharmapuri
Theerthamalai Viewpoint,Nature Lover / Spiritual Traveler,Budget,outdoor,1,Dharmapuri
Dharmapuri Silk Weaving Center,Culture Seeker / Shopper / Urban Explorer,Budget,indoor,2,Dharmapuri
Pennagaram Eco Park,Nature Lover / Family Planner,Budget,outdoor,2,Dharmapuri
Dharmapuri Rose Garden,Nature Lover / Romantic Couple,Budget,outdoor,1,Dharmapuri
Morappur Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Mallikarjuneswara Temple Adhiyamankottai,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Kamatchi Ambal Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Arapaleeswarar Temple Harur,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Sri Kottai Srinivasa Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Arulmigu Margabandhu Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Elangovan Temple Pappireddipatti,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Sri Lakshmi Narasimha Swamy Temple Pennagaram,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Arulmigu Ponnaiyamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Dharmapuri
Jain Beda Harur,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Mohanur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Dharmapuri
Mettur Stanley Reservoir,Nature Lover / Family Planner,Mid-range,outdoor,3,Dharmapuri
Mettur Dam Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Dharmapuri
Mettur Thermal Power Station View,Culture Seeker / Family Planner,Budget,outdoor,1,Dharmapuri
Chinna Kolappan Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Thenkarai Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Palampatti Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Kondappanaickanur Dam,Nature Lover / Adventure Seeker,Budget,outdoor,2,Dharmapuri
Agaram Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Dharmapuri
Pappireddipatti Hills,Adventure Seeker / Nature Lover,Budget,outdoor,4,Dharmapuri
Harur Hills,Nature Lover / Adventure Seeker,Budget,outdoor,3,Dharmapuri
Vaniyambadi Hills,Adventure Seeker / Nature Lover,Budget,outdoor,4,Dharmapuri
Pennagaram Hill Station,Nature Lover / Relaxation Lover,Budget,outdoor,3,Dharmapuri
Pappireddipatti Reserve Forest,Nature Lover / Adventure Seeker,Budget,outdoor,3,Dharmapuri
Dharmapuri Collectorate Park,Nature Lover / Family Planner,Budget,outdoor,1,Dharmapuri
VOC Park Harur,Nature Lover / Family Planner,Budget,outdoor,2,Dharmapuri
Pennagaram Municipal Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Dharmapuri
Adhiyamankottai Archaeological Site,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Dharmapuri
Tagadur Fort Ruins,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Dharmapuri
Dharmapuri Clock Tower,Culture Seeker / Shopper / Urban Explorer,Budget,outdoor,1,Dharmapuri
Pennagaram Bus Stand Market,Shopper / Urban Explorer,Budget,outdoor,2,Dharmapuri
Pappireddipatti Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Dharmapuri
Harur Shopping Street,Shopper / Urban Explorer,Budget,outdoor,2,Dharmapuri
Dharmapuri Silk Market,Shopper / Urban Explorer / Culture Seeker,Budget,indoor,2,Dharmapuri
Hotel Vasantha Bhavan Dharmapuri,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Junior Kuppanna Dharmapuri,Foodie / Culture Seeker,Mid-range,indoor,1,Dharmapuri
Sree Annapoorna Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Grand Sweets Dharmapuri,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Hogenakkal Riverside Restaurants,Foodie / Nature Lover,Mid-range,outdoor,2,Dharmapuri
Kaveri Fish Curry Stalls,Foodie / Culture Seeker,Budget,outdoor,1,Dharmapuri
Dharmapuri Coffee House,Foodie / Budget Backpacker,Budget,indoor,1,Dharmapuri
Hogenakkal Herbal Oil Massage,Relaxation Lover / Nature Lover,Mid-range,outdoor,1,Dharmapuri
Melagiri Forest Trekking,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Dharmapuri
Kaveri River Fishing Spot,Adventure Seeker / Nature Lover,Budget,outdoor,3,Dharmapuri
Theerthamalai Hill Trekking,Adventure Seeker / Spiritual Travaler,Budget,outdoor,3,Dharmapuri
Dharmapuri Handloom Weaving Center,Culture Seeker / Shopper,Budget,indoor,2,Dharmapuri
Sitteri Reserve Forest Safari,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Dharmapuri
Harur Lake Boating,Adventure Seeker / Nature Lover,Mid-range,outdoor,1,Dharmapuri
Karimangalam Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Dharmapuri
Dharmapuri Tribal Museum,Culture Seeker / Family Planner,Budget,indoor,2,Dharmapuri
Mettur Hydroelectric Project Tour,Culture Seeker / Family Planner,Budget,outdoor,2,Dharmapuri
Yercaud Lake (Emerald Lake),Nature Lover / Family Planner,Mid-range,outdoor,3,Salem
Yercaud Botanical Garden,Nature Lover / Relaxation Lover,Budget,outdoor,2,Salem
Yercaud Rose Garden,Nature Lover / Romantic Couple,Budget,outdoor,2,Salem
Shevaroy Temple,Spiritual Traveler / Adventure Seeker,Mid-range,both,3,Salem
Lady's Seat Yercaud,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Peeku Park Yercaud,Nature Lover / Family Planner,Budget,outdoor,2,Salem
Pagoda Point,Nature Lover / Romantic Couple,Budget,outdoor,2,Salem
Anna Park Yercaud,Nature Lover / Family Planner,Budget,outdoor,2,Salem
Bears Cave,Adventure Seeker / Nature Lover,Budget,outdoor,2,Salem
32 km Loop Road Yercaud,Nature Lover / Romantic Couple,Budget,outdoor,3,Salem
Kiliyur Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Kolli Hills Agaya Gangai Falls,Adventure Seeker / Nature Lover,Mid-range,outdoor,4,Salem
Pachaimalai Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
1008 Shiva Temple,Spiritual Traveler / Culture Seeker,Mid-range,both,3,Salem
Siddhar Temple Kanjamalai,Spiritual Traveler / Adventure Seeker,Mid-range,both,4,Salem
Kottai Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Sugavaneshwarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Sri Raja Rajeswari Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
ISKCON Temple Salem,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Arulmigu Arupathi Thiruvasagam Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Mettur Dam,Nature Lover / Family Planner,Mid-range,outdoor,3,Salem
Mettur Dam Park,Nature Lover / Family Planner,Budget,outdoor,2,Salem
Thirumanimutharu River Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Salem
Sankagiri Fort,Culture Seeker / Adventure Seeker,Budget,outdoor,3,Salem
Salem Government Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Salem
Kurumbapatti Zoological Park,Nature Lover / Family Planner,Mid-range,outdoor,4,Salem
Anna Park Salem,Nature Lover / Family Planner,Budget,outdoor,2,Salem
Deer Park Salem,Family Planner / Nature Lover,Budget,outdoor,2,Salem
Children's Park Salem,Family Planner / Nature Lover,Budget,outdoor,1,Salem
Mookaneri Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Salem
Saradhambal Lake,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Salem Main Bazaar,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Salem
Yercaud Market,Shopper / Urban Explorer,Budget,outdoor,2,Salem
Salem Textiles Hub,Shopper / Urban Explorer,Budget,indoor,2,Salem
Great Trails Yercaud,Foodie / Romantic Couple,Premium,indoor,2,Salem
Saravana Bhavan Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
Hotel Aryaas Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Salem
Sri Krishna Sweets Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
Sangeetha Restaurant Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
Yercaud Lake Boating,Adventure Seeker / Family Planner,Mid-range,outdoor,1,Salem
Yercaud Trekking Trails,Adventure Seeker / Nature Lover,Mid-range,outdoor,4,Salem
Kolli Hills Adventure Trek,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Salem
Yercaud Coffee Plantations,Nature Lover / Relaxation Lover,Budget,outdoor,2,Salem
Yercaud Orange Groves,Nature Lover / Culture Seeker,Budget,outdoor,2,Salem
Gents Seat Yercaud,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Norton's Bungalow Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Silk Farm Yercaud,Culture Seeker / Family Planner,Budget,outdoor,2,Salem
Jamia Masjid Salem,Culture Seeker / Spiritual Traveler,Budget,both,1,Salem
Sri Chakra Mahameru Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Kalangi Siddhar Temple,Spiritual Traveler / Nature Lover,Budget,both,3,Salem
Kalipatti Kandaswamy Temple,Spiritual Traveler / Culture Seeker,Mid-range,both,2,Salem
Arulmigu Alagirinathar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Kailasanathar Temple Salem,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Skandasramam Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Linga Bhairavi Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Arulmigu Durga Parameshwari Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Sundhara Kandhaswamy Kovil,Spiritual Traveler / Culture Seeker,Mid-range,both,2,Salem
Kottai Perumal Koil,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Servarayan Hill Temple Yercaud,Spiritual Traveler / Adventure Seeker,Mid-range,both,3,Salem
Kalvarayan Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Salem
Kalvarayan Hills Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Kalvarayan Hills Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Karadiyur Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Thottakarai Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Puliyancholai Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Hasanur Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Sadaiyandi Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Oothumalai Hill,Adventure Seeker / Nature Lover,Budget,outdoor,4,Salem
Kanjamalai Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,4,Salem
Pyramids Point Yercaud,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Four Roads Junction Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Salem
Big Lake Yercaud,Nature Lover / Relaxation Lover,Budget,outdoor,2,Salem
Cauvery Peak Kolli Hills,Nature Lover / Adventure Seeker,Mid-range,outdoor,3,Salem
Arapaleeswarar Temple Kolli Hills,Spiritual Traveler / Culture Seeker,Budget,both,2,Salem
Botanical Survey Garden Yercaud,Nature Lover / Relaxation Lover,Budget,outdoor,2,Salem
Montfort School Yercaud Heritage,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Salem
Amirthi Forest Reserve,Nature Lover / Adventure Seeker,Budget,outdoor,3,Salem
Paravasa Ulagam Amusement Park,Family Planner / Adventure Seeker,Mid-range,outdoor,4,Salem
Salem Steel Plant Viewing Gallery,Culture Seeker / Family Planner,Budget,indoor,2,Salem
Jamia Masjid Salem,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
CSI Zion Church Salem,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Vinayaka Mission Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Arulmigu Periyapalayathamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Salem
Thirumanimutharu River View,Nature Lover / Relaxation Lover,Budget,outdoor,1,Salem
Salem Race Course,Culture Seeker / Family Planner,Budget,outdoor,2,Salem
Salem Collectorate Park,Nature Lover / Family Planner,Budget,outdoor,1,Salem
1868 Market Salem,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Salem
Cherry Road Shopping,Shopper / Urban Explorer,Budget,outdoor,2,Salem
Hasthampatti Market,Shopper / Urban Explorer,Budget,outdoor,2,Salem
Salem Junction Shopping Area,Shopper / Urban Explorer,Budget,outdoor,2,Salem
Hotel Junior Kuppanna Salem,Foodie / Culture Seeker,Mid-range,indoor,1,Salem
Vasantha Bhavan Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
Sree Annapoorna Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
Grand Sweets Salem,Foodie / Budget Backpacker,Budget,indoor,1,Salem
TGI Star Yercaud,Foodie / Romantic Couple,Mid-range,indoor,2,Salem
The Brew Room Yercaud,Foodie / Relaxation Lover,Mid-range,indoor,2,Salem
Thalappakatti Restaurant Salem,Foodie / Culture Seeker,Mid-range,indoor,1,Salem
Kolli Hills Coffee Estates,Nature Lover / Relaxation Lover,Budget,outdoor,3,Salem
Salem Mango Orchards,Nature Lover / Family Planner,Budget,outdoor,2,Salem
Vivekananda Rock Memorial,Spiritual Traveler / Culture Seeker,Mid-range,outdoor,3,Kanyakumari
Thiruvalluvar Statue,Culture Seeker / Family Planner,Mid-range,outdoor,2,Kanyakumari
Gandhi Memorial Mandapam,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Kanyakumari
Tsunami Memorial,Culture Seeker / Family Planner,Budget,outdoor,1,Kanyakumari
Kanyakumari Beach (Triveni Sangam),Nature Lover / Spiritual Traveler,Budget,outdoor,3,Kanyakumari
Sanguthurai Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Sothavilai Beach,Nature Lover / Romantic Couple,Budget,outdoor,2,Kanyakumari
Muttom Beach,Nature Lover / Relaxation Lover,Budget,outdoor,3,Kanyakumari
Chothavilai Beach,Nature Lover / Romantic Couple,Budget,outdoor,2,Kanyakumari
Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,2,Kanyakumari
Sunrise Point,Nature Lover / Romantic Couple,Budget,outdoor,2,Kanyakumari
View Tower Kanyakumari,Nature Lover / Family Planner,Budget,outdoor,1,Kanyakumari
Kanyakumari Lighthouse,Culture Seeker / Adventure Seeker,Budget,outdoor,1,Kanyakumari
Kumari Amman Temple (Bhagavathy Amman),Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Suchindram Thanumalayan Temple,Spiritual Traveler / Culture Seeker,Mid-range,both,3,Kanyakumari
Sthanumalayan Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Nagaraja Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
Guganathaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Thirparappu Shiva Temple,Spiritual Traveler / Nature Lover,Budget,both,1,Kanyakumari
Our Lady of Ransom Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
